S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2826,04/04/2021,Chandigarh,27853,3162,24309,382
2827,05/04/2021,Chandigarh,28194,3150,24661,383
2828,06/04/2021,Chandigarh,28479,3062,25033,384
2829,07/04/2021,Chandigarh,28798,3037,25375,386
2830,08/04/2021,Chandigarh,29197,3121,25688,388
2831,09/04/2021,Chandigarh,29521,3115,26017,389
2832,10/04/2021,Chandigarh,29943,3213,26337,393
2833,11/04/2021,Chandigarh,30341,3265,26680,396
2834,12/04/2021,Chandigarh,30743,3307,27037,399
2835,13/04/2021,Chandigarh,31167,3355,27412,400
2836,14/04/2021,Chandigarh,31564,3370,27793,401
2837,15/04/2021,Chandigarh,31985,3371,28210,404
2838,16/04/2021,Chandigarh,32397,3371,28619,407
2839,17/04/2021,Chandigarh,32878,3423,29047,408
2840,18/04/2021,Chandigarh,33309,3414,29485,410
2841,19/04/2021,Chandigarh,33934,3625,29896,413
2842,20/04/2021,Chandigarh,34546,3804,30325,417
2843,21/04/2021,Chandigarh,35148,3959,30768,421
2844,22/04/2021,Chandigarh,35770,4125,31222,423
2845,23/04/2021,Chandigarh,36404,4273,31704,427
2846,24/04/2021,Chandigarh,37232,4622,32180,430
2847,25/04/2021,Chandigarh,37943,4902,32608,433
2848,26/04/2021,Chandigarh,38692,5236,33021,435
2849,27/04/2021,Chandigarh,39513,5575,33498,440
2850,28/04/2021,Chandigarh,40350,5980,33924,446
2851,29/04/2021,Chandigarh,41122,6306,34359,457
2852,30/04/2021,Chandigarh,41923,6652,34806,465
2853,01/05/2021,Chandigarh,42647,6906,35263,478
2854,02/05/2021,Chandigarh,43446,7222,35735,489
2855,03/05/2021,Chandigarh,44306,7592,36218,496
2856,04/05/2021,Chandigarh,45196,7943,36746,507
2857,05/05/2021,Chandigarh,45976,8170,37288,518
2858,06/05/2021,Chandigarh,46793,8363,37898,532
2859,07/05/2021,Chandigarh,47552,8420,38591,541
2860,08/05/2021,Chandigarh,48442,8505,39388,549
2861,09/05/2021,Chandigarh,49312,8505,40249,558
2862,10/05/2021,Chandigarh,50207,8511,41128,568
2863,11/05/2021,Chandigarh,51070,8653,41842,575
2864,12/05/2021,Chandigarh,51857,8625,42647,585
2865,13/05/2021,Chandigarh,52633,8528,43506,599
2866,20/03/2020,Chhattisgarh,1,1,0,0
2867,21/03/2020,Chhattisgarh,1,1,0,0
2868,22/03/2020,Chhattisgarh,1,1,0,0
2869,23/03/2020,Chhattisgarh,1,1,0,0
2870,24/03/2020,Chhattisgarh,1,1,0,0
2871,25/03/2020,Chhattisgarh,1,1,0,0
2872,26/03/2020,Chhattisgarh,3,3,0,0
2873,27/03/2020,Chhattisgarh,6,6,0,0
2874,28/03/2020,Chhattisgarh,6,6,0,0
2875,29/03/2020,Chhattisgarh,6,6,0,0
2876,30/03/2020,Chhattisgarh,7,7,0,0
2877,31/03/2020,Chhattisgarh,8,8,0,0
2878,01/04/2020,Chhattisgarh,9,9,0,0
2879,02/04/2020,Chhattisgarh,9,7,2,0
2880,03/04/2020,Chhattisgarh,9,7,2,0
2881,04/04/2020,Chhattisgarh,9,6,3,0
2882,05/04/2020,Chhattisgarh,9,6,3,0
2883,06/04/2020,Chhattisgarh,9,6,3,0
2884,07/04/2020,Chhattisgarh,10,2,8,0
2885,08/04/2020,Chhattisgarh,10,1,9,0
2886,09/04/2020,Chhattisgarh,10,1,9,0
2887,10/04/2020,Chhattisgarh,10,1,9,0
2888,11/04/2020,Chhattisgarh,18,9,9,0
2889,12/04/2020,Chhattisgarh,18,9,9,0
2890,13/04/2020,Chhattisgarh,31,21,10,0
2891,14/04/2020,Chhattisgarh,31,21,10,0
2892,15/04/2020,Chhattisgarh,33,20,13,0
2893,16/04/2020,Chhattisgarh,33,16,17,0
2894,17/04/2020,Chhattisgarh,33,10,23,0
2895,18/04/2020,Chhattisgarh,36,12,24,0
2896,19/04/2020,Chhattisgarh,36,12,24,0
2897,20/04/2020,Chhattisgarh,36,11,25,0
2898,21/04/2020,Chhattisgarh,36,11,25,0
2899,22/04/2020,Chhattisgarh,36,10,26,0
2900,23/04/2020,Chhattisgarh,36,10,26,0
2901,24/04/2020,Chhattisgarh,36,8,28,0
2902,25/04/2020,Chhattisgarh,36,6,30,0
2903,26/04/2020,Chhattisgarh,37,5,32,0
2904,27/04/2020,Chhattisgarh,37,5,32,0
2905,28/04/2020,Chhattisgarh,37,5,32,0
2906,29/04/2020,Chhattisgarh,38,4,34,0
2907,30/04/2020,Chhattisgarh,38,4,34,0
2908,01/05/2020,Chhattisgarh,40,4,36,0
2909,02/05/2020,Chhattisgarh,43,7,36,0
2910,03/05/2020,Chhattisgarh,43,7,36,0
2911,04/05/2020,Chhattisgarh,57,21,36,0
2912,05/05/2020,Chhattisgarh,58,22,36,0
2913,06/05/2020,Chhattisgarh,59,23,36,0
2914,07/05/2020,Chhattisgarh,59,23,36,0
2915,08/05/2020,Chhattisgarh,59,21,38,0
2916,09/05/2020,Chhattisgarh,59,21,38,0
2917,10/05/2020,Chhattisgarh,59,16,43,0
2918,11/05/2020,Chhattisgarh,59,10,49,0
2919,12/05/2020,Chhattisgarh,59,6,53,0
2920,13/05/2020,Chhattisgarh,59,5,54,0
2921,14/05/2020,Chhattisgarh,59,4,55,0
2922,15/05/2020,Chhattisgarh,60,4,56,0
2923,16/05/2020,Chhattisgarh,66,10,56,0
2924,17/05/2020,Chhattisgarh,67,11,56,0
2925,18/05/2020,Chhattisgarh,86,27,59,0
2926,19/05/2020,Chhattisgarh,93,34,59,0
2927,20/05/2020,Chhattisgarh,101,42,59,0
2928,21/05/2020,Chhattisgarh,115,56,59,0
2929,22/05/2020,Chhattisgarh,128,69,59,0
2930,23/05/2020,Chhattisgarh,172,110,62,0
2931,24/05/2020,Chhattisgarh,214,150,64,0
2932,25/05/2020,Chhattisgarh,252,185,67,0
2933,26/05/2020,Chhattisgarh,291,219,72,0
2934,27/05/2020,Chhattisgarh,361,282,79,0
2935,28/05/2020,Chhattisgarh,369,286,83,0
2936,29/05/2020,Chhattisgarh,399,316,83,0
2937,30/05/2020,Chhattisgarh,415,314,100,1
2938,31/05/2020,Chhattisgarh,447,344,102,1
2939,01/06/2020,Chhattisgarh,498,382,115,1
2940,02/06/2020,Chhattisgarh,547,424,122,1
2941,03/06/2020,Chhattisgarh,564,433,130,1
2942,04/06/2020,Chhattisgarh,668,478,188,2
2943,05/06/2020,Chhattisgarh,756,541,213,2
2944,06/06/2020,Chhattisgarh,879,633,244,2
2945,07/06/2020,Chhattisgarh,923,653,266,4
2946,08/06/2020,Chhattisgarh,1073,786,283,4
2947,09/06/2020,Chhattisgarh,1160,848,308,4
2948,10/06/2020,Chhattisgarh,1240,848,386,6
2949,11/06/2020,Chhattisgarh,1262,854,402,6
2950,12/06/2020,Chhattisgarh,1398,945,447,6
2951,13/06/2020,Chhattisgarh,1429,873,550,6
2952,14/06/2020,Chhattisgarh,1512,875,631,6
2953,15/06/2020,Chhattisgarh,1662,891,763,8
2954,16/06/2020,Chhattisgarh,1756,858,890,8
2955,17/06/2020,Chhattisgarh,1781,736,1036,9
2956,18/06/2020,Chhattisgarh,1864,674,1180,10
2957,19/06/2020,Chhattisgarh,1946,708,1228,10
2958,20/06/2020,Chhattisgarh,2028,687,1331,10
2959,21/06/2020,Chhattisgarh,2041,636,1394,11
2960,22/06/2020,Chhattisgarh,2275,817,1447,11
2961,23/06/2020,Chhattisgarh,2303,778,1513,12
2962,24/06/2020,Chhattisgarh,2362,797,1553,12
2963,25/06/2020,Chhattisgarh,2419,780,1627,12
2964,26/06/2020,Chhattisgarh,2452,685,1755,12
2965,27/06/2020,Chhattisgarh,2545,618,1914,13
2966,28/06/2020,Chhattisgarh,2545,618,1914,13
2967,29/06/2020,Chhattisgarh,2662,558,2091,13
2968,30/06/2020,Chhattisgarh,2761,575,2173,13
2969,01/07/2020,Chhattisgarh,2860,597,2250,13
2970,02/07/2020,Chhattisgarh,2940,623,2303,14
2971,03/07/2020,Chhattisgarh,3013,614,2385,14
2972,04/07/2020,Chhattisgarh,3065,614,2437,14
2973,05/07/2020,Chhattisgarh,3161,598,2549,14
2974,06/07/2020,Chhattisgarh,3207,592,2601,14
2975,07/07/2020,Chhattisgarh,3305,624,2667,14
2976,08/07/2020,Chhattisgarh,3415,650,2751,14
2977,09/07/2020,Chhattisgarh,3525,676,2835,14
2978,10/07/2020,Chhattisgarh,3675,757,2903,15
2979,11/07/2020,Chhattisgarh,3767,722,3028,17
2980,12/07/2020,Chhattisgarh,3897,810,3070,17
2981,13/07/2020,Chhattisgarh,4059,887,3153,19
2982,14/07/2020,Chhattisgarh,4217,996,3202,19
2983,15/07/2020,Chhattisgarh,4379,1084,3275,20
2984,16/07/2020,Chhattisgarh,4539,1195,3324,20
2985,17/07/2020,Chhattisgarh,4732,1260,3451,21
2986,18/07/2020,Chhattisgarh,4964,1429,3512,23
2987,19/07/2020,Chhattisgarh,5233,1551,3658,24
2988,20/07/2020,Chhattisgarh,5407,1608,3775,24
2989,21/07/2020,Chhattisgarh,5561,1592,3944,25
2990,22/07/2020,Chhattisgarh,5729,1586,4114,29
2991,23/07/2020,Chhattisgarh,5968,1709,4230,29
2992,24/07/2020,Chhattisgarh,6254,1847,4377,30
2993,25/07/2020,Chhattisgarh,6731,2128,4567,36
2994,26/07/2020,Chhattisgarh,7087,2365,4683,39
2995,27/07/2020,Chhattisgarh,7450,2463,4944,43
2996,28/07/2020,Chhattisgarh,7745,2529,5172,44
2997,29/07/2020,Chhattisgarh,8257,2772,5439,46
2998,30/07/2020,Chhattisgarh,8539,2855,5636,48
2999,31/07/2020,Chhattisgarh,8761,2789,5921,51
3000,01/08/2020,Chhattisgarh,9086,2803,6230,53
3001,02/08/2020,Chhattisgarh,9385,2720,6610,55
3002,03/08/2020,Chhattisgarh,9531,2482,6991,58
3003,04/08/2020,Chhattisgarh,9779,2462,7256,61
3004,05/08/2020,Chhattisgarh,10202,2520,7613,69
3005,06/08/2020,Chhattisgarh,10407,2465,7871,71
3006,07/08/2020,Chhattisgarh,10932,2767,8088,77
3007,08/08/2020,Chhattisgarh,11408,3002,8319,87
3008,09/08/2020,Chhattisgarh,11743,3072,8582,89
3009,10/08/2020,Chhattisgarh,12148,3243,8809,96
3010,11/08/2020,Chhattisgarh,12448,3336,9013,99
3011,12/08/2020,Chhattisgarh,12929,3586,9239,104
3012,13/08/2020,Chhattisgarh,13498,3881,9508,109
3013,14/08/2020,Chhattisgarh,13937,4165,9658,114
3014,15/08/2020,Chhattisgarh,14481,4494,9857,130
3015,16/08/2020,Chhattisgarh,14987,4807,10046,134
3016,17/08/2020,Chhattisgarh,15471,5095,10235,141
3017,18/08/2020,Chhattisgarh,16025,5277,10598,150
3018,19/08/2020,Chhattisgarh,16833,5828,10847,158
3019,20/08/2020,Chhattisgarh,17485,6139,11185,161
3020,21/08/2020,Chhattisgarh,18501,6594,11739,168
3021,22/08/2020,Chhattisgarh,19510,7308,12022,180
3022,23/08/2020,Chhattisgarh,20078,7495,12394,189
3023,24/08/2020,Chhattisgarh,20918,7790,12931,197
3024,25/08/2020,Chhattisgarh,22054,8424,13424,206
3025,26/08/2020,Chhattisgarh,23341,9388,13732,221
3026,27/08/2020,Chhattisgarh,24550,10174,14145,231
3027,28/08/2020,Chhattisgarh,25988,11136,14607,245
3028,29/08/2020,Chhattisgarh,27233,11873,15109,251
3029,30/08/2020,Chhattisgarh,28746,12666,15818,262
3030,31/08/2020,Chhattisgarh,30092,13520,16303,269
3031,01/09/2020,Chhattisgarh,31503,14237,16989,277
3032,02/09/2020,Chhattisgarh,33387,15533,17567,287
3033,03/09/2020,Chhattisgarh,35683,17164,18220,299
3034,04/09/2020,Chhattisgarh,37967,18702,18950,315
3035,05/09/2020,Chhattisgarh,40634,20672,19625,337
3036,06/09/2020,Chhattisgarh,43163,22320,20487,356
3037,07/09/2020,Chhattisgarh,45263,23685,21198,380
3038,08/09/2020,Chhattisgarh,47280,24708,22177,395
3039,09/09/2020,Chhattisgarh,50114,26915,22792,407
3040,10/09/2020,Chhattisgarh,52932,28041,24414,477
3041,11/09/2020,Chhattisgarh,55680,29332,25855,493
3042,12/09/2020,Chhattisgarh,58643,31001,27123,519
3043,13/09/2020,Chhattisgarh,61763,33246,27978,539
3044,14/09/2020,Chhattisgarh,63991,31505,31931,555
3045,15/09/2020,Chhattisgarh,67327,33645,33109,573
3046,16/09/2020,Chhattisgarh,70777,35909,34279,589
3047,17/09/2020,Chhattisgarh,73966,37470,35885,611
3048,18/09/2020,Chhattisgarh,77775,36036,41111,628
3049,19/09/2020,Chhattisgarh,81617,36580,44392,645
3050,20/09/2020,Chhattisgarh,84234,37489,46081,664
3051,21/09/2020,Chhattisgarh,86183,37853,47653,677
3052,22/09/2020,Chhattisgarh,88181,37927,49564,690
3053,23/09/2020,Chhattisgarh,90917,38198,52001,718
3054,24/09/2020,Chhattisgarh,93351,35850,56773,728
3055,25/09/2020,Chhattisgarh,95623,36038,58833,752
3056,26/09/2020,Chhattisgarh,98565,30928,66860,777
3057,27/09/2020,Chhattisgarh,102461,30689,70955,817
3058,28/09/2020,Chhattisgarh,104733,31661,72224,848
3059,29/09/2020,Chhattisgarh,108458,33044,74537,877
3060,30/09/2020,Chhattisgarh,110655,31225,78514,916
3061,01/10/2020,Chhattisgarh,113602,30927,81718,957
3062,02/10/2020,Chhattisgarh,116153,30468,84699,986
3063,03/10/2020,Chhattisgarh,118790,29693,88095,1002
3064,04/10/2020,Chhattisgarh,121400,29292,91077,1031
3065,05/10/2020,Chhattisgarh,123324,28548,93731,1045
3066,06/10/2020,Chhattisgarh,126005,27857,97067,1081
3067,07/10/2020,Chhattisgarh,128893,27238,100551,1104
3068,08/10/2020,Chhattisgarh,131739,26777,103828,1134
3069,09/10/2020,Chhattisgarh,134612,27427,106027,1158
3070,10/10/2020,Chhattisgarh,137570,27439,108935,1196
3071,11/10/2020,Chhattisgarh,140258,27369,111654,1235
3072,12/10/2020,Chhattisgarh,142372,27348,113771,1253
3073,13/10/2020,Chhattisgarh,145247,27421,116540,1286
3074,14/10/2020,Chhattisgarh,147866,27208,119352,1306
3075,15/10/2020,Chhattisgarh,150696,27809,121548,1339
3076,16/10/2020,Chhattisgarh,153515,28187,123943,1385
3077,17/10/2020,Chhattisgarh,155987,27693,126869,1425
3078,18/10/2020,Chhattisgarh,158502,27180,129883,1439
3079,19/10/2020,Chhattisgarh,160396,26750,132168,1478
3080,20/10/2020,Chhattisgarh,162772,25979,135259,1534
3081,21/10/2020,Chhattisgarh,165279,25709,137986,1584
3082,22/10/2020,Chhattisgarh,167639,25795,140216,1628
3083,23/10/2020,Chhattisgarh,170130,25238,143212,1680
3084,24/10/2020,Chhattisgarh,172580,24620,146222,1738
3085,25/10/2020,Chhattisgarh,174591,23899,148899,1793
3086,26/10/2020,Chhattisgarh,175959,23743,150398,1818
3087,27/10/2020,Chhattisgarh,177608,22093,153654,1861
3088,28/10/2020,Chhattisgarh,179654,21693,156080,1881
3089,29/10/2020,Chhattisgarh,181583,22167,157480,1936
3090,30/10/2020,Chhattisgarh,183588,22331,159268,1989
3091,31/10/2020,Chhattisgarh,185306,22350,160918,2038
3092,01/11/2020,Chhattisgarh,187270,22090,163079,2101
3093,02/11/2020,Chhattisgarh,188813,22126,164537,2150
3094,03/11/2020,Chhattisgarh,190513,21914,166391,2208
3095,04/11/2020,Chhattisgarh,192237,21770,168201,2266
3096,05/11/2020,Chhattisgarh,194499,22773,169410,2316
3097,06/11/2020,Chhattisgarh,196233,23113,170760,2360
3098,07/11/2020,Chhattisgarh,197991,23066,172513,2412
3099,08/11/2020,Chhattisgarh,199562,23256,173872,2434
3100,09/11/2020,Chhattisgarh,200937,22361,176129,2447
3101,10/11/2020,Chhattisgarh,202523,21221,178838,2464
3102,11/11/2020,Chhattisgarh,204202,20725,180995,2482
3103,12/11/2020,Chhattisgarh,205923,20226,183190,2507
3104,13/11/2020,Chhattisgarh,207740,20061,185152,2527
3105,14/11/2020,Chhattisgarh,209288,19221,187522,2545
3106,15/11/2020,Chhattisgarh,210004,19275,188167,2562
3107,16/11/2020,Chhattisgarh,210534,19087,188869,2578
3108,17/11/2020,Chhattisgarh,211644,18577,190463,2604
3109,18/11/2020,Chhattisgarh,213365,18561,192181,2623
3110,19/11/2020,Chhattisgarh,215413,18770,193997,2646
3111,20/11/2020,Chhattisgarh,217562,19421,195469,2672
3112,21/11/2020,Chhattisgarh,219404,19817,196896,2691
3113,22/11/2020,Chhattisgarh,221688,20659,198316,2713
3114,23/11/2020,Chhattisgarh,223436,21393,199311,2732
3115,24/11/2020,Chhattisgarh,225497,21926,200825,2746
3116,25/11/2020,Chhattisgarh,227326,22815,201744,2767
3117,26/11/2020,Chhattisgarh,229203,24676,201744,2783
3118,27/11/2020,Chhattisgarh,230956,23957,204198,2801
3119,28/11/2020,Chhattisgarh,232835,21839,208183,2813
3120,29/11/2020,Chhattisgarh,234725,20978,210917,2830
3121,30/11/2020,Chhattisgarh,235998,20641,212517,2840
3122,01/12/2020,Chhattisgarh,237322,19635,214826,2861
3123,02/12/2020,Chhattisgarh,239215,19333,216990,2892
3124,03/12/2020,Chhattisgarh,240863,19749,218195,2919
3125,04/12/2020,Chhattisgarh,242418,19300,220177,2941
3126,05/12/2020,Chhattisgarh,243997,19351,221690,2956
3127,06/12/2020,Chhattisgarh,245580,19533,223070,2977
3128,07/12/2020,Chhattisgarh,246809,20048,223772,2989
3129,08/12/2020,Chhattisgarh,248232,19589,225633,3010
3130,09/12/2020,Chhattisgarh,249699,19516,227158,3025
3131,10/12/2020,Chhattisgarh,251120,19778,228304,3038
3132,11/12/2020,Chhattisgarh,252638,19346,230238,3054
3133,12/12/2020,Chhattisgarh,254129,18346,232715,3068
3134,13/12/2020,Chhattisgarh,255761,18640,234037,3084
3135,14/12/2020,Chhattisgarh,257020,19070,234853,3097
3136,15/12/2020,Chhattisgarh,258635,18931,236588,3116
3137,17/12/2020,Chhattisgarh,261901,17468,241288,3145
3138,18/12/2020,Chhattisgarh,263485,17407,242922,3156
3139,19/12/2020,Chhattisgarh,264898,17488,244247,3163
3140,20/12/2020,Chhattisgarh,266266,17040,246054,3172
3141,21/12/2020,Chhattisgarh,267219,16558,247480,3181
3142,22/12/2020,Chhattisgarh,268477,16060,249218,3199
3143,23/12/2020,Chhattisgarh,269857,15879,250766,3212
3144,24/12/2020,Chhattisgarh,271194,15635,252332,3227
3145,25/12/2020,Chhattisgarh,272426,15153,254024,3249
3146,26/12/2020,Chhattisgarh,273279,14759,255257,3263
3147,27/12/2020,Chhattisgarh,274324,14028,257021,3275
3148,28/12/2020,Chhattisgarh,275149,13701,258155,3293
3149,29/12/2020,Chhattisgarh,276337,12962,260056,3319
3150,30/12/2020,Chhattisgarh,277471,12472,261663,3336
3151,31/12/2020,Chhattisgarh,278540,11939,263251,3350
3152,03/01/2021,Chhattisgarh,281654,10517,267751,3386
3153,04/01/2021,Chhattisgarh,282368,9980,268988,3400
3154,05/01/2021,Chhattisgarh,283515,9766,270337,3412
3155,06/01/2021,Chhattisgarh,284536,9111,271988,3437
3156,07/01/2021,Chhattisgarh,285586,9109,273030,3447
3157,08/01/2021,Chhattisgarh,286596,8859,274283,3454
3158,09/01/2021,Chhattisgarh,287556,9045,275042,3469
3159,10/01/2021,Chhattisgarh,288570,9274,275812,3484
3160,11/01/2021,Chhattisgarh,289231,8967,276774,3490
3161,12/01/2021,Chhattisgarh,290084,8550,278029,3505
3162,13/01/2021,Chhattisgarh,290813,8060,279236,3517
3163,14/01/2021,Chhattisgarh,291484,7791,280166,3527
3164,15/01/2021,Chhattisgarh,292091,7418,281136,3537
3165,16/01/2021,Chhattisgarh,292612,6923,282145,3544
3166,17/01/2021,Chhattisgarh,293178,6867,282760,3551
3167,18/01/2021,Chhattisgarh,293501,6832,283111,3558
3168,19/01/2021,Chhattisgarh,293972,5995,284412,3565
3169,20/01/2021,Chhattisgarh,294355,5932,284848,3575
3170,21/01/2021,Chhattisgarh,294949,5798,285566,3585
3171,22/01/2021,Chhattisgarh,295509,5638,286277,3594
3172,23/01/2021,Chhattisgarh,295949,5308,287040,3601
3173,24/01/2021,Chhattisgarh,296326,5040,287677,3609
3174,25/01/2021,Chhattisgarh,296626,4943,288066,3617
3175,27/01/2021,Chhattisgarh,297429,5021,288764,3644
3176,28/01/2021,Chhattisgarh,297868,4513,289708,3647
3177,29/01/2021,Chhattisgarh,304319,4450,296187,3682
3178,30/01/2021,Chhattisgarh,304689,4358,296642,3689
3179,31/01/2021,Chhattisgarh,305102,4260,297144,3698
3180,01/02/2021,Chhattisgarh,305367,4327,297339,3701
3181,02/02/2021,Chhattisgarh,305689,4124,297859,3706
3182,03/02/2021,Chhattisgarh,306019,4173,298135,3711
3183,04/02/2021,Chhattisgarh,306370,4315,298337,3718
3184,05/02/2021,Chhattisgarh,306743,4295,298724,3724
3185,06/02/2021,Chhattisgarh,307079,4360,298987,3732
3186,07/02/2021,Chhattisgarh,307339,4320,299284,3735
3187,08/02/2021,Chhattisgarh,307525,4290,299494,3741
3188,09/02/2021,Chhattisgarh,307790,4190,299856,3744
3189,10/02/2021,Chhattisgarh,307996,4172,300078,3746
3190,11/02/2021,Chhattisgarh,308218,4073,300390,3755
3191,12/02/2021,Chhattisgarh,308472,3475,301238,3759
3192,13/02/2021,Chhattisgarh,308701,3287,301648,3766
3193,14/02/2021,Chhattisgarh,308930,3255,301904,3771
3194,15/02/2021,Chhattisgarh,309099,3258,302069,3772
3195,16/02/2021,Chhattisgarh,309373,3039,302557,3777
3196,17/02/2021,Chhattisgarh,309623,2905,302935,3783
3197,18/02/2021,Chhattisgarh,309934,3009,303137,3788
3198,19/02/2021,Chhattisgarh,310210,3005,303415,3790
3199,20/02/2021,Chhattisgarh,310469,3039,303637,3793
3200,21/02/2021,Chhattisgarh,310732,3102,303835,3795
3201,22/02/2021,Chhattisgarh,310885,3112,303973,3800
3202,23/02/2021,Chhattisgarh,311159,2998,304355,3806
3203,24/02/2021,Chhattisgarh,311433,2977,304647,3809
3204,25/02/2021,Chhattisgarh,311680,2911,304956,3813
3205,26/02/2021,Chhattisgarh,311900,2865,305214,3821
3206,27/02/2021,Chhattisgarh,312179,2827,305524,3828
3207,01/03/2021,Chhattisgarh,312560,2774,305951,3835
3208,02/03/2021,Chhattisgarh,312816,2880,306094,3842
3209,03/03/2021,Chhattisgarh,313032,2836,306352,3844
3210,04/03/2021,Chhattisgarh,313299,2961,306490,3848
3211,06/03/2021,Chhattisgarh,313808,2816,307138,3854
3212,07/03/2021,Chhattisgarh,314098,2721,307522,3855
3213,08/03/2021,Chhattisgarh,314320,2820,307642,3858
3214,09/03/2021,Chhattisgarh,314640,2919,307862,3859
3215,10/03/2021,Chhattisgarh,315030,3023,308143,3864
3216,11/03/2021,Chhattisgarh,315486,3345,308269,3872
3217,13/03/2021,Chhattisgarh,316311,3577,308854,3880
3218,14/03/2021,Chhattisgarh,316854,3770,309198,3886
3219,15/03/2021,Chhattisgarh,317329,4006,309433,3890
3220,16/03/2021,Chhattisgarh,317974,4098,309979,3897
3221,17/03/2021,Chhattisgarh,318830,4661,310260,3909
3222,18/03/2021,Chhattisgarh,319717,5299,310503,3915
3223,19/03/2021,Chhattisgarh,320783,6025,310838,3920
3224,20/03/2021,Chhattisgarh,321880,6753,311198,3929
3225,21/03/2021,Chhattisgarh,323153,7693,311520,3940
3226,22/03/2021,Chhattisgarh,324153,8442,311761,3950
3227,23/03/2021,Chhattisgarh,325678,9205,312511,3962
3228,24/03/2021,Chhattisgarh,327588,10491,313115,3982
3229,25/03/2021,Chhattisgarh,329694,11934,313749,4011
3230,27/03/2021,Chhattisgarh,334778,15307,315423,4048
3231,28/03/2021,Chhattisgarh,337940,17836,316043,4061
3232,29/03/2021,Chhattisgarh,340093,19239,316778,4076
3233,30/03/2021,Chhattisgarh,341516,20181,317239,4096
3234,31/03/2021,Chhattisgarh,344624,22057,318436,4131
3235,01/04/2021,Chhattisgarh,349187,25529,319488,4170
3236,02/04/2021,Chhattisgarh,353804,28987,320613,4204
3237,03/04/2021,Chhattisgarh,357978,31858,321873,4247
3238,04/04/2021,Chhattisgarh,363796,36312,323201,4283
3239,05/04/2021,Chhattisgarh,369046,38450,326277,4319
3240,06/04/2021,Chhattisgarh,376348,44296,327689,4363
3241,07/04/2021,Chhattisgarh,386269,52445,329408,4416
3242,08/04/2021,Chhattisgarh,396579,58883,333227,4469
3243,09/04/2021,Chhattisgarh,407231,68125,334543,4563
3244,10/04/2021,Chhattisgarh,418678,76868,337156,4654
3245,11/04/2021,Chhattisgarh,432776,85860,342139,4777
3246,12/04/2021,Chhattisgarh,443297,90277,348121,4899
3247,13/04/2021,Chhattisgarh,456873,98856,352986,5031
3248,14/04/2021,Chhattisgarh,471994,109139,357668,5187
